formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total
"2579 N 1st St, San Jose, CA 95131, United States","{'location': {'lat': 37.385373, 'lng': -121.927951}, 'viewport': {'northeast': {'lat': 37.38677467989272, 'lng': -121.9266356201073}, 'southwest': {'lat': 37.38407502010728, 'lng': -121.9293352798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,a818744fcfe329ca384d38467195614d2cffbacd,Starbucks,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101688681426874180056/photos"">Yilun Sheng</a>'], 'photo_reference': 'CmRaAAAAqGrZEm3axupUE8489yWCP6yupUsl0ckSDpO5MxXZE4dabcrP9v07xpyZzHvkinUwAGgvZpU4mN6_5RmiC1ETs4MP2r4uGRcAvHwXwpRXrm9nr7cxjyNFby1nqNIIFCXjEhDJ8Va0Dmyh-S6VkMoKo_ZVGhT0p9ZOu_Mnf9s5crmQ-oOuJqJvQw', 'width': 3024}]",ChIJ7bxZfN_Lj4ARq2hABdwGM-E,"{'compound_code': '93PC+4R San Jose, California, United States', 'global_code': '849W93PC+4R'}",2,4.3,ChIJ7bxZfN_Lj4ARq2hABdwGM-E,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",392
"101 E Santa Clara St, San Jose, CA 95113, United States","{'location': {'lat': 37.33738, 'lng': -121.888408}, 'viewport': {'northeast': {'lat': 37.33866677989273, 'lng': -121.8870184201072}, 'southwest': {'lat': 37.33596712010728, 'lng': -121.8897180798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,4842b26e7f62515e0173ac8cc80815b8cec4b5c9,Starbucks,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105258203422908907635/photos"">pratiksha gowda</a>'], 'photo_reference': 'CmRaAAAA_FZYgp9UTrSY-mK7qYx_htUQT9Mk7h-MVUioM1UyK5wt9phfDZ3hcMaFYoTNsC7JfZ5S32XqRfybRxfeGRcipA3gAEFCDdWoPirmLDM6vAYzQ_QHIhq4rDKkx77xGw6qEhANfa8Chz4iAP_xjbPogRAwGhSfFolcizCGhlLvOoAW2lg_dRFNaQ', 'width': 2340}]",ChIJBQA3D6PMj4ARetqtcBmIkR8,"{'compound_code': '84P6+XJ San Jose, California, United States', 'global_code': '849W84P6+XJ'}",2,4.1,ChIJBQA3D6PMj4ARetqtcBmIkR8,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",383
"150 S 1st St Suite 135, San Jose, CA 95113, United States","{'location': {'lat': 37.3333942, 'lng': -121.887332}, 'viewport': {'northeast': {'lat': 37.33469622989273, 'lng': -121.8858477201073}, 'southwest': {'lat': 37.33199657010728, 'lng': -121.8885473798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,db261476802ce4986b1581d3cc9900565f1e6cc5,Starbucks,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107040990603720894127/photos"">Rohit Maheshwari</a>'], 'photo_reference': 'CmRaAAAAglpEznhTwzV--fk-QIfDbL7ZLnAf_geklZenRof9T5ldL-rQ_SJEcA3PiOzpmTU4L8O6DrlH2Gx0f6V7WnV_satHiT8-yx-COH_ydph-XDaicQ9e9Jjp3TmW6Vc455ZOEhBzzOwCZ6KSb0nJoZqZ-QKKGhSs2XIc2bO3rUElkNrowg9qjZiG2A', 'width': 3024}]",ChIJBQA3D6PMj4AREy_u87nip3U,"{'compound_code': '84M7+93 San Jose, California, United States', 'global_code': '849W84M7+93'}",2,4.2,ChIJBQA3D6PMj4AREy_u87nip3U,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",442
"1712 Tully Rd, San Jose, CA 95122, United States","{'location': {'lat': 37.322351, 'lng': -121.825122}, 'viewport': {'northeast': {'lat': 37.32383917989272, 'lng': -121.8238268701073}, 'southwest': {'lat': 37.32113952010727, 'lng': -121.8265265298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,43655712dda7f333f0b6f6b00cd9dbec1659df88,Starbucks,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110118937178714202196/photos"">Gustavo Perez</a>'], 'photo_reference': 'CmRaAAAAe4ghPqLQ_Ud_HKLIJTOniiC5ydl2S52q8DciDwrk2jOsH70yBCwxsk8CwLUpIeJxsTdDfljMj2yiVO10m2r_wnKQVU8jB8VRzPfJ6tRQi81qkjMtDjuZd1ojbEvcQYfIEhCxRphxyzof5XllPjt5kO4oGhTz1q3A-d0TSm70S3AfvaH4NmKCRg', 'width': 3024}]",ChIJYVA5qr0yjoARll3F1l24shM,"{'compound_code': '85CF+WX San Jose, California, United States', 'global_code': '849W85CF+WX'}",2,4.1,ChIJYVA5qr0yjoARll3F1l24shM,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",532
"145 W Santa Clara St, San Jose, CA 95113, United States","{'location': {'lat': 37.335283, 'lng': -121.892859}, 'viewport': {'northeast': {'lat': 37.33656027989273, 'lng': -121.8914597701073}, 'southwest': {'lat': 37.33386062010728, 'lng': -121.8941594298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,6bd679d0230fd2633ed0d5d89c6ed24ca5029eeb,Starbucks,{'open_now': True},"[{'height': 289, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108729139026160048881/photos"">Starbucks</a>'], 'photo_reference': 'CmRaAAAAla42a2UJ9hK_fJW_sFHM-tCfxiUEXsmZh4IoLgmIkIVn-r9hzi4LCvxWTl2qHHjIzUdYhLQfARDuwQr3dxj2Oi1_1iBf5CFXlObRp5rVNNfeCiUuh6kw3U_tND-FxWP3EhDK2-SYbGgz-RcsiIsP5BgzGhR7VX8_a0RiiFuHRB43ph32Aja98w', 'width': 512}]",ChIJBQA3D6PMj4ARvEAsAwRZbaI,"{'compound_code': '84P4+4V San Jose, California, United States', 'global_code': '849W84P4+4V'}",2,3.8,ChIJBQA3D6PMj4ARvEAsAwRZbaI,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",181
"1338 The Alameda, San Jose, CA 95126, United States","{'location': {'lat': 37.332341, 'lng': -121.912665}, 'viewport': {'northeast': {'lat': 37.33375937989272, 'lng': -121.9111989201073}, 'southwest': {'lat': 37.33105972010728, 'lng': -121.9138985798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,c286feadbb454d659cc59342629073554f235328,Starbucks,{'open_now': True},"[{'height': 289, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118038098547056261597/photos"">Starbucks</a>'], 'photo_reference': 'CmRaAAAAdFq2HNG78-gu13TSpwW6dVw9hZ0PRHP9SHIS88-ZH9ns-G5F8M2n-IbLwJ8FZlVKo1qNxw_WIotgApBSfL6YdBZv9XX1ZvF6bSC5jZN9I9l7VkJx-sNRdytxMPv5Cn3-EhBfC4NONnjdVDaL_egNToA5GhTd4sCb--4UtDQCWkncbhYfV2ShHQ', 'width': 512}]",ChIJHaEgVl3Lj4AR0zh4oXNxibM,"{'compound_code': '83JP+WW San Jose, California, United States', 'global_code': '849W83JP+WW'}",2,4.2,ChIJHaEgVl3Lj4AR0zh4oXNxibM,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",189
"4848 San Felipe Rd #110, San Jose, CA 95135, United States","{'location': {'lat': 37.300602, 'lng': -121.771928}, 'viewport': {'northeast': {'lat': 37.30190932989272, 'lng': -121.7706416701073}, 'southwest': {'lat': 37.29920967010728, 'lng': -121.7733413298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,f3a319a415e6f01c44cda1a6f31ed7533839bffa,Starbucks,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100234106965838200227/photos"">Kevin Dinh</a>'], 'photo_reference': 'CmRaAAAA8Dq8Im-F5oLblStSxnz27rmKA1KyIBQHCKj7-czElcHbGS9KjD_ypJ4J0sOY6m79XjtYbkTktfdDicl9QkR_1how0k9scIePvuABWKWkpiR-cNIPIIHvBZFGvJYbWhRTEhDnp-HpsJ8f4nhOnJPao04PGhRGO3q4gN01lOfnfHuYGVHKAosaEg', 'width': 3024}]",ChIJnZT_jbYtjoARuIfAmHwKJNM,"{'compound_code': '862H+66 San Jose, California, United States', 'global_code': '849W862H+66'}",2,4.2,ChIJnZT_jbYtjoARuIfAmHwKJNM,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",145
"695 Coleman Ave, San Jose, CA 95110, United States","{'location': {'lat': 37.341364, 'lng': -121.911577}, 'viewport': {'northeast': {'lat': 37.34270637989272, 'lng': -121.9101423201073}, 'southwest': {'lat': 37.34000672010728, 'lng': -121.9128419798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,bc29cf27dbdf616d758180370e4ad08e91f4f846,Starbucks,{'open_now': True},"[{'height': 2576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105557299030016755674/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAisgQse9wb5tvSjwwMAo_WyzxiHlhinLCzA2v9BtU_NepffPpBvtdFtC-elM-jJFVvTB9VsElW3fCvqyVveau6C7ilClDMJ01lEKifyLIzlpBbTF9yrkRgM9Qu7LAMxb4EhDsxNf5l_GAnW12oXNVc-YuGhSuf6JH-VPG8duhiWpX6c55WnWbSQ', 'width': 1932}]",ChIJC_3iPmXLj4ARncLH2hdTWtA,"{'compound_code': '83RQ+G9 San Jose, California, United States', 'global_code': '849W83RQ+G9'}",2,3.8,ChIJC_3iPmXLj4ARncLH2hdTWtA,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",254
"1110 S King Rd #20, San Jose, CA 95122, United States","{'location': {'lat': 37.339446, 'lng': -121.842163}, 'viewport': {'northeast': {'lat': 37.34084687989272, 'lng': -121.8407301701073}, 'southwest': {'lat': 37.33814722010727, 'lng': -121.8434298298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,72b1502c3e8dfed195871371c61bd768996e170c,Starbucks,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117163406602738475123/photos"">Eriq Abernathy Sr</a>'], 'photo_reference': 'CmRaAAAAnVfXxSMnx5fGDdPZejvtKU6ptbFB4vqtd0jISbDxEcKbPi7gMJ5bOc-SjG37daGdUBL61VkZcES37dHbjWmSUIYaUGcmWgxK0auJfN1tyYwWPuthN5-hVxB1hPtz5w0JEhCbjEPRa8EWjznlIwOkCGXMGhSM0D2iV3bI5OsjDMB_4RJBSn_o_g', 'width': 3024}]",ChIJ93FggTHNj4ARTUjUE72kUBM,"{'compound_code': '85Q5+Q4 San Jose, California, United States', 'global_code': '849W85Q5+Q4'}",2,4.0,ChIJ93FggTHNj4ARTUjUE72kUBM,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",409
"125 Bernal Rd Suite 20, San Jose, CA 95119, United States","{'location': {'lat': 37.2322, 'lng': -121.775074}, 'viewport': {'northeast': {'lat': 37.23349027989272, 'lng': -121.7736405201073}, 'southwest': {'lat': 37.23079062010728, 'lng': -121.7763401798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,55ed3ad48ae22ae4e06e3d6a024579e1547e8c83,Starbucks,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101281998803760472382/photos"">Sudaria Richard A</a>'], 'photo_reference': 'CmRaAAAACaBZbc7_vrLlCtix3dyoRfkj63YXUCQ3_65u3M6GMvgg1_LOByFZcXmMqE7oS_6HEtkpgTFLpgCsZFDaHqSNLaAa_mxHCHrIVMa4FrpwC_rUPg7KvUy8hE4UYVcdnVJ-EhB3yeu5JWvIdXFWtrbsUO2AGhRH8evKsztJ46PEoiSzYTGzdESBSg', 'width': 3024}]",ChIJNblCSa4vjoARlwOgPevaHvE,"{'compound_code': '66JF+VX San Jose, California, United States', 'global_code': '849W66JF+VX'}",2,4.2,ChIJNblCSa4vjoARlwOgPevaHvE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",241
